WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,15.936607837677,1
Pontine crossing tract (a part of MCP),PCT,17.470555305481,0.01209879
Genu of corpus callosum,GCC,19.3043804168701,9.999e-05
Body of corpus callosum,BCC,15.9607057571411,1
Splenium of corpus callosum,SCC,16.098840713501,1
Fornix (column and body of fornix),FX,12.0302104949951,1
Corticospinal tract left,CST-L,16.0352611541748,1
Corticospinal tract right,CST-R,17.9246072769165,9.999e-05
Medial lemniscus left,ML-L,13.2030692100525,1
Medial lemniscus right,ML-R,16.9422225952148,0.8159184
Inferior cerebellar peduncle left,ICP-L,18.9264764785767,9.999e-05
Inferior cerebellar peduncle right,ICP-R,18.4127759933472,9.999e-05
Superior cerebellar peduncle left,SCP-L,23.4881868362427,9.999e-05
Superior cerebellar peduncle right,SCP-R,25.6837310791016,9.999e-05
Cerebral peduncle left,CP-L,17.0962171554565,0.6390361
Cerebral peduncle right,CP-R,21.5772590637207,9.999e-05
Anterior limb of internal capsule left,ALIC-L,16.2318801879883,1
Anterior limb of internal capsule right,ALIC-R,11.7841114997864,1
Posterior limb of internal capsule left,PLIC-L,17.7929582595825,9.999e-05
Posterior limb of internal capsule right,PLIC-R,20.9859209060669,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,24.5866050720215,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,13.8300199508667,1
Anterior corona radiata left,ACR-L,15.5638971328735,1
Anterior corona radiata right,ACR-R,19.2497138977051,9.999e-05
Superior corona radiata left,SCR-L,18.0696926116943,9.999e-05
Superior corona radiata right,SCR-R,17.6765880584717,9.999e-05
Posterior corona radiata left,PCR-L,11.8211975097656,1
Posterior corona radiata right,PCR-R,10.8044099807739,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,13.4402270317078,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,13.4692320823669,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,16.5091543197632,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,21.3739833831787,9.999e-05
External capsule left,EC-L,15.9109482765198,1
External capsule right,EC-R,13.4672031402588,1
Cingulum (cingulate gyrus) left,CGC-L,19.5772457122803,9.999e-05
Cingulum (cingulate gyrus) right,CGC-R,13.6692810058594,1
Cingulum (hippocampus) left,CGH-L,12.0294146537781,1
Cingulum (hippocampus) right,CGH-R,13.4620065689087,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,25.2427291870117,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,8.4695291519165,1
Superior longitudinal fasciculus left,SLF-L,17.1510944366455,0.4362564
Superior longitudinal fasciculus right,SLF-R,14.7916059494019,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,20.6617374420166,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,16.2503051757813,0.9998
Inferior fronto-occipital fasciculus left,IFO-L,22.042896270752,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,18.1491622924805,9.999e-05
Uncinate fasciculus left,UNC-L,27.625337600708,9.999e-05
Uncinate fasciculus right,UNC-R,14.1539621353149,1
Tapatum left,TAP-L,15.6565642356873,1
Tapatum right,TAP-R,14.5716910362244,1
