WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.286150932312,9.999e-05
Pontine crossing tract (a part of MCP),PCT,12.5896968841553,1
Genu of corpus callosum,GCC,19.5522994995117,9.999e-05
Body of corpus callosum,BCC,16.7545146942139,0.6183382
Splenium of corpus callosum,SCC,15.5471324920654,1
Fornix (column and body of fornix),FX,22.9265537261963,9.999e-05
Corticospinal tract left,CST-L,11.7589945793152,1
Corticospinal tract right,CST-R,15.0055289268494,1
Medial lemniscus left,ML-L,12.5916996002197,1
Medial lemniscus right,ML-R,14.3043079376221,1
Inferior cerebellar peduncle left,ICP-L,14.480459690094,1
Inferior cerebellar peduncle right,ICP-R,17.6984462738037,9.999e-05
Superior cerebellar peduncle left,SCP-L,11.9246282577515,1
Superior cerebellar peduncle right,SCP-R,19.4389352798462,9.999e-05
Cerebral peduncle left,CP-L,12.2556252479553,1
Cerebral peduncle right,CP-R,17.36634349823,9.999e-05
Anterior limb of internal capsule left,ALIC-L,16.761212348938,0.5255474
Anterior limb of internal capsule right,ALIC-R,12.757604598999,1
Posterior limb of internal capsule left,PLIC-L,17.8341989517212,9.999e-05
Posterior limb of internal capsule right,PLIC-R,13.5259504318237,1
Retrolenticular part of internal capsule left,RLIC-L,18.6402130126953,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,17.6777286529541,9.999e-05
Anterior corona radiata left,ACR-L,13.5432100296021,1
Anterior corona radiata right,ACR-R,15.4205350875855,1
Superior corona radiata left,SCR-L,16.6741437911987,0.9392061
Superior corona radiata right,SCR-R,16.3318862915039,1
Posterior corona radiata left,PCR-L,13.0337996482849,1
Posterior corona radiata right,PCR-R,11.9050254821777,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,12.3404421806335,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,11.2380113601685,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,15.9180679321289,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,18.1074237823486,9.999e-05
External capsule left,EC-L,25.0289936065674,9.999e-05
External capsule right,EC-R,18.5583009719849,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,20.7205448150635,9.999e-05
Cingulum (cingulate gyrus) right,CGC-R,13.2088394165039,1
Cingulum (hippocampus) left,CGH-L,12.0292916297913,1
Cingulum (hippocampus) right,CGH-R,14.4916934967041,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,14.331832408905,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,25.4442348480225,9.999e-05
Superior longitudinal fasciculus left,SLF-L,15.6226673126221,1
Superior longitudinal fasciculus right,SLF-R,19.1569499969482,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,19.7098407745361,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,15.0681867599487,1
Inferior fronto-occipital fasciculus left,IFO-L,21.0662117004395,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,21.2183418273926,9.999e-05
Uncinate fasciculus left,UNC-L,22.528938293457,9.999e-05
Uncinate fasciculus right,UNC-R,17.3860168457031,0.01189881
Tapatum left,TAP-L,16.6582221984863,0.6840316
Tapatum right,TAP-R,16.4629182815552,0.9151085
