WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,13.3989324569702,1
Pontine crossing tract (a part of MCP),PCT,17.9338684082031,9.999e-05
Genu of corpus callosum,GCC,18.9899730682373,9.999e-05
Body of corpus callosum,BCC,14.4435596466064,1
Splenium of corpus callosum,SCC,18.122838973999,9.999e-05
Fornix (column and body of fornix),FX,10.5857105255127,1
Corticospinal tract left,CST-L,17.2261772155762,9.999e-05
Corticospinal tract right,CST-R,16.8060274124146,0.00919908
Medial lemniscus left,ML-L,17.9848899841309,9.999e-05
Medial lemniscus right,ML-R,11.3592357635498,1
Inferior cerebellar peduncle left,ICP-L,14.8629751205444,1
Inferior cerebellar peduncle right,ICP-R,15.4769082069397,1
Superior cerebellar peduncle left,SCP-L,18.4145603179932,9.999e-05
Superior cerebellar peduncle right,SCP-R,21.2677440643311,9.999e-05
Cerebral peduncle left,CP-L,20.5431489944458,9.999e-05
Cerebral peduncle right,CP-R,17.766001701355,9.999e-05
Anterior limb of internal capsule left,ALIC-L,15.75639295578,1
Anterior limb of internal capsule right,ALIC-R,13.274073600769,1
Posterior limb of internal capsule left,PLIC-L,21.520583152771,9.999e-05
Posterior limb of internal capsule right,PLIC-R,19.3256053924561,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,17.8706703186035,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,15.2315168380737,1
Anterior corona radiata left,ACR-L,12.1608915328979,1
Anterior corona radiata right,ACR-R,17.7145118713379,9.999e-05
Superior corona radiata left,SCR-L,13.8806667327881,1
Superior corona radiata right,SCR-R,15.3076639175415,1
Posterior corona radiata left,PCR-L,15.2794065475464,1
Posterior corona radiata right,PCR-R,14.8580670356751,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,12.0417885780334,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,16.37903881073,0.790121
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,13.3440337181091,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,13.0107192993164,1
External capsule left,EC-L,11.905460357666,1
External capsule right,EC-R,12.3679795265198,1
Cingulum (cingulate gyrus) left,CGC-L,12.2356052398682,1
Cingulum (cingulate gyrus) right,CGC-R,12.9681148529053,1
Cingulum (hippocampus) left,CGH-L,11.2358846664429,1
Cingulum (hippocampus) right,CGH-R,12.6224594116211,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,15.6284379959106,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,12.0779981613159,1
Superior longitudinal fasciculus left,SLF-L,17.9312934875488,9.999e-05
Superior longitudinal fasciculus right,SLF-R,19.2070941925049,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,10.9127960205078,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,15.4779529571533,1
Inferior fronto-occipital fasciculus left,IFO-L,19.6330051422119,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,16.1094074249268,0.9968003
Uncinate fasciculus left,UNC-L,15.8466806411743,0.9844016
Uncinate fasciculus right,UNC-R,13.3706159591675,1
Tapatum left,TAP-L,11.9942283630371,1
Tapatum right,TAP-R,17.3405504226685,9.999e-05
