WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,16.2115468978882,1
Pontine crossing tract (a part of MCP),PCT,16.9777317047119,1
Genu of corpus callosum,GCC,24.5623321533203,9.999e-05
Body of corpus callosum,BCC,16.2488327026367,1
Splenium of corpus callosum,SCC,19.2752590179443,9.999e-05
Fornix (column and body of fornix),FX,27.9729995727539,9.999e-05
Corticospinal tract left,CST-L,12.9687638282776,1
Corticospinal tract right,CST-R,14.1792387962341,1
Medial lemniscus left,ML-L,25.1702852249146,9.999e-05
Medial lemniscus right,ML-R,24.1587200164795,9.999e-05
Inferior cerebellar peduncle left,ICP-L,19.3642950057983,0.00019998
Inferior cerebellar peduncle right,ICP-R,14.3714790344238,1
Superior cerebellar peduncle left,SCP-L,16.4425573348999,1
Superior cerebellar peduncle right,SCP-R,15.2689833641052,1
Cerebral peduncle left,CP-L,18.1389741897583,0.9984002
Cerebral peduncle right,CP-R,23.4693174362183,9.999e-05
Anterior limb of internal capsule left,ALIC-L,15.1061158180237,1
Anterior limb of internal capsule right,ALIC-R,19.6441049575806,9.999e-05
Posterior limb of internal capsule left,PLIC-L,26.4806613922119,9.999e-05
Posterior limb of internal capsule right,PLIC-R,19.6320323944092,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,19.9136257171631,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,17.0549697875977,1
Anterior corona radiata left,ACR-L,19.7205238342285,9.999e-05
Anterior corona radiata right,ACR-R,24.9592761993408,9.999e-05
Superior corona radiata left,SCR-L,17.8145570755005,1
Superior corona radiata right,SCR-R,16.4502782821655,1
Posterior corona radiata left,PCR-L,15.4678635597229,1
Posterior corona radiata right,PCR-R,12.2915468215942,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,15.9394836425781,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,10.4357686042786,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,14.2491698265076,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,10.4887552261353,1
External capsule left,EC-L,17.4246158599854,1
External capsule right,EC-R,23.4307079315186,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,13.4387340545654,1
Cingulum (cingulate gyrus) right,CGC-R,14.9299154281616,1
Cingulum (hippocampus) left,CGH-L,11.2948327064514,1
Cingulum (hippocampus) right,CGH-R,16.340892791748,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,17.7976751327515,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,13.1036138534546,1
Superior longitudinal fasciculus left,SLF-L,15.6054468154907,1
Superior longitudinal fasciculus right,SLF-R,16.5610733032227,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,19.9257297515869,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,15.7567358016968,1
Inferior fronto-occipital fasciculus left,IFO-L,25.9257469177246,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,21.8060340881348,9.999e-05
Uncinate fasciculus left,UNC-L,21.9535303115845,9.999e-05
Uncinate fasciculus right,UNC-R,21.0516662597656,9.999e-05
Tapatum left,TAP-L,13.5506191253662,1
Tapatum right,TAP-R,14.9908361434937,1
