WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,20.2752323150635,9.999e-05
Pontine crossing tract (a part of MCP),PCT,25.5635652542114,9.999e-05
Genu of corpus callosum,GCC,19.0554885864258,9.999e-05
Body of corpus callosum,BCC,16.2400894165039,1
Splenium of corpus callosum,SCC,17.4127960205078,1
Fornix (column and body of fornix),FX,18.8638591766357,9.999e-05
Corticospinal tract left,CST-L,25.9508695602417,9.999e-05
Corticospinal tract right,CST-R,21.7543592453003,9.999e-05
Medial lemniscus left,ML-L,18.3988199234009,0.00159984
Medial lemniscus right,ML-R,14.7698850631714,1
Inferior cerebellar peduncle left,ICP-L,15.9122200012207,1
Inferior cerebellar peduncle right,ICP-R,12.3376235961914,1
Superior cerebellar peduncle left,SCP-L,26.4561223983765,9.999e-05
Superior cerebellar peduncle right,SCP-R,18.8690023422241,9.999e-05
Cerebral peduncle left,CP-L,24.0914964675903,9.999e-05
Cerebral peduncle right,CP-R,23.3207550048828,9.999e-05
Anterior limb of internal capsule left,ALIC-L,19.8578634262085,9.999e-05
Anterior limb of internal capsule right,ALIC-R,16.3924779891968,1
Posterior limb of internal capsule left,PLIC-L,15.9281692504883,1
Posterior limb of internal capsule right,PLIC-R,25.4987916946411,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,18.9099407196045,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,25.7900295257568,9.999e-05
Anterior corona radiata left,ACR-L,13.1668748855591,1
Anterior corona radiata right,ACR-R,13.9429407119751,1
Superior corona radiata left,SCR-L,15.7580771446228,1
Superior corona radiata right,SCR-R,16.871169090271,1
Posterior corona radiata left,PCR-L,15.7547435760498,1
Posterior corona radiata right,PCR-R,11.9582352638245,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,11.0400052070618,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,12.8108606338501,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,15.8518900871277,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,14.0744113922119,1
External capsule left,EC-L,16.6200666427612,1
External capsule right,EC-R,17.5705614089966,0.9069093
Cingulum (cingulate gyrus) left,CGC-L,13.5913777351379,1
Cingulum (cingulate gyrus) right,CGC-R,14.8325262069702,1
Cingulum (hippocampus) left,CGH-L,12.5064816474915,1
Cingulum (hippocampus) right,CGH-R,15.7285079956055,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,14.2718539237976,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,20.9544620513916,9.999e-05
Superior longitudinal fasciculus left,SLF-L,17.350435256958,1
Superior longitudinal fasciculus right,SLF-R,13.5573692321777,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,18.3233394622803,0.01589841
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,14.6633548736572,1
Inferior fronto-occipital fasciculus left,IFO-L,12.8402366638184,1
Inferior fronto-occipital fasciculus right,IFO-R,15.474494934082,1
Uncinate fasciculus left,UNC-L,19.063286781311,9.999e-05
Uncinate fasciculus right,UNC-R,14.5557842254639,1
Tapatum left,TAP-L,14.4221653938293,1
Tapatum right,TAP-R,19.8526754379273,9.999e-05
