WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,19.7481298446655,9.999e-05
Pontine crossing tract (a part of MCP),PCT,22.3422584533691,9.999e-05
Genu of corpus callosum,GCC,18.489070892334,9.999e-05
Body of corpus callosum,BCC,14.2866916656494,1
Splenium of corpus callosum,SCC,15.8149423599243,1
Fornix (column and body of fornix),FX,27.1483421325684,9.999e-05
Corticospinal tract left,CST-L,21.6080379486084,9.999e-05
Corticospinal tract right,CST-R,30.0568981170654,9.999e-05
Medial lemniscus left,ML-L,24.5465431213379,9.999e-05
Medial lemniscus right,ML-R,23.9398174285889,9.999e-05
Inferior cerebellar peduncle left,ICP-L,20.5068445205688,9.999e-05
Inferior cerebellar peduncle right,ICP-R,19.2042999267578,9.999e-05
Superior cerebellar peduncle left,SCP-L,24.910647392273,9.999e-05
Superior cerebellar peduncle right,SCP-R,23.5363397598267,9.999e-05
Cerebral peduncle left,CP-L,26.1806106567383,9.999e-05
Cerebral peduncle right,CP-R,35.2465648651123,9.999e-05
Anterior limb of internal capsule left,ALIC-L,21.1757049560547,9.999e-05
Anterior limb of internal capsule right,ALIC-R,28.0072908401489,9.999e-05
Posterior limb of internal capsule left,PLIC-L,19.7071914672852,9.999e-05
Posterior limb of internal capsule right,PLIC-R,30.7110910415649,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,13.3789348602295,1
Retrolenticular part of internal capsule right,RLIC-R,13.4033622741699,1
Anterior corona radiata left,ACR-L,10.4334630966187,1
Anterior corona radiata right,ACR-R,13.6039614677429,1
Superior corona radiata left,SCR-L,14.2970457077026,1
Superior corona radiata right,SCR-R,21.4741878509522,9.999e-05
Posterior corona radiata left,PCR-L,12.5182194709778,1
Posterior corona radiata right,PCR-R,16.8654327392578,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,18.1396455764771,0.00089991
Posterior thalamic radiation (include optic radiation) right,PTR-R,12.8010749816895,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,16.8649482727051,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,10.9438505172729,1
External capsule left,EC-L,12.0296087265015,1
External capsule right,EC-R,17.7849597930908,0.4651535
Cingulum (cingulate gyrus) left,CGC-L,13.8089485168457,1
Cingulum (cingulate gyrus) right,CGC-R,14.6337070465088,1
Cingulum (hippocampus) left,CGH-L,12.5760707855225,1
Cingulum (hippocampus) right,CGH-R,12.0011644363403,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,12.1358895301819,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,14.4476833343506,1
Superior longitudinal fasciculus left,SLF-L,14.4540739059448,1
Superior longitudinal fasciculus right,SLF-R,16.992826461792,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,20.8005676269531,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,29.6763973236084,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,14.20130443573,1
Inferior fronto-occipital fasciculus right,IFO-R,18.2044506072998,0.00479952
Uncinate fasciculus left,UNC-L,13.1665573120117,1
Uncinate fasciculus right,UNC-R,11.4623508453369,1
Tapatum left,TAP-L,22.2901449203491,9.999e-05
Tapatum right,TAP-R,14.1459007263184,1
