WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,16.0503349304199,1
Pontine crossing tract (a part of MCP),PCT,18.4257211685181,9.999e-05
Genu of corpus callosum,GCC,18.0167560577393,9.999e-05
Body of corpus callosum,BCC,12.7209739685059,1
Splenium of corpus callosum,SCC,14.4924831390381,1
Fornix (column and body of fornix),FX,11.835223197937,1
Corticospinal tract left,CST-L,17.1226406097412,9.999e-05
Corticospinal tract right,CST-R,19.1570596694946,9.999e-05
Medial lemniscus left,ML-L,17.8115091323853,9.999e-05
Medial lemniscus right,ML-R,13.7123117446899,1
Inferior cerebellar peduncle left,ICP-L,16.4602727890015,0.09409059
Inferior cerebellar peduncle right,ICP-R,15.2364811897278,1
Superior cerebellar peduncle left,SCP-L,22.3786706924439,9.999e-05
Superior cerebellar peduncle right,SCP-R,18.8216724395752,9.999e-05
Cerebral peduncle left,CP-L,22.6508092880249,9.999e-05
Cerebral peduncle right,CP-R,21.3639860153198,9.999e-05
Anterior limb of internal capsule left,ALIC-L,17.5163927078247,9.999e-05
Anterior limb of internal capsule right,ALIC-R,16.9139499664307,9.999e-05
Posterior limb of internal capsule left,PLIC-L,22.2764205932617,9.999e-05
Posterior limb of internal capsule right,PLIC-R,14.8113694190979,1
Retrolenticular part of internal capsule left,RLIC-L,17.0767211914063,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,18.5689868927002,9.999e-05
Anterior corona radiata left,ACR-L,15.9037179946899,1
Anterior corona radiata right,ACR-R,13.7956414222717,1
Superior corona radiata left,SCR-L,14.4039778709412,1
Superior corona radiata right,SCR-R,14.9665770530701,1
Posterior corona radiata left,PCR-L,10.1132307052612,1
Posterior corona radiata right,PCR-R,13.9273843765259,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,11.4952692985535,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,12.8986620903015,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,25.1602640151978,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,19.8938598632813,9.999e-05
External capsule left,EC-L,17.9374933242798,9.999e-05
External capsule right,EC-R,14.3691549301147,1
Cingulum (cingulate gyrus) left,CGC-L,11.9475693702698,1
Cingulum (cingulate gyrus) right,CGC-R,10.9521780014038,1
Cingulum (hippocampus) left,CGH-L,17.5486249923706,9.999e-05
Cingulum (hippocampus) right,CGH-R,18.2442932128906,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,19.477162361145,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,23.4069728851318,9.999e-05
Superior longitudinal fasciculus left,SLF-L,13.8229274749756,1
Superior longitudinal fasciculus right,SLF-R,13.0451354980469,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,11.355450630188,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,18.0943717956543,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,18.3884658813477,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,21.3694744110107,9.999e-05
Uncinate fasciculus left,UNC-L,15.2823901176453,0.9995
Uncinate fasciculus right,UNC-R,16.5447559356689,0.130187
Tapatum left,TAP-L,16.3674688339233,0.2616738
Tapatum right,TAP-R,14.9928722381592,1
