WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,15.8398518562317,1
Pontine crossing tract (a part of MCP),PCT,16.9301462173462,0.00619938
Genu of corpus callosum,GCC,16.736686706543,0.00139986
Body of corpus callosum,BCC,15.8535499572754,1
Splenium of corpus callosum,SCC,14.5035085678101,1
Fornix (column and body of fornix),FX,14.091311454773,1
Corticospinal tract left,CST-L,21.5111503601074,9.999e-05
Corticospinal tract right,CST-R,19.4236545562744,9.999e-05
Medial lemniscus left,ML-L,19.8726892471313,9.999e-05
Medial lemniscus right,ML-R,21.100399017334,9.999e-05
Inferior cerebellar peduncle left,ICP-L,19.4230213165283,9.999e-05
Inferior cerebellar peduncle right,ICP-R,15.564555644989,1
Superior cerebellar peduncle left,SCP-L,21.3439617156982,9.999e-05
Superior cerebellar peduncle right,SCP-R,25.9915218353272,9.999e-05
Cerebral peduncle left,CP-L,15.5789251327515,1
Cerebral peduncle right,CP-R,20.9362211227417,9.999e-05
Anterior limb of internal capsule left,ALIC-L,21.7758226394653,9.999e-05
Anterior limb of internal capsule right,ALIC-R,11.1262264251709,1
Posterior limb of internal capsule left,PLIC-L,20.3127555847168,9.999e-05
Posterior limb of internal capsule right,PLIC-R,15.365216255188,1
Retrolenticular part of internal capsule left,RLIC-L,12.7799224853516,1
Retrolenticular part of internal capsule right,RLIC-R,14.3025493621826,1
Anterior corona radiata left,ACR-L,11.9528188705444,1
Anterior corona radiata right,ACR-R,14.1345744132996,1
Superior corona radiata left,SCR-L,25.291877746582,9.999e-05
Superior corona radiata right,SCR-R,21.0947999954224,9.999e-05
Posterior corona radiata left,PCR-L,11.8444228172302,1
Posterior corona radiata right,PCR-R,13.5049448013306,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,14.2666869163513,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,15.1379780769348,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,20.0027456283569,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,10.493950843811,1
External capsule left,EC-L,10.2209033966064,1
External capsule right,EC-R,14.9622859954834,1
Cingulum (cingulate gyrus) left,CGC-L,14.9593305587769,1
Cingulum (cingulate gyrus) right,CGC-R,15.8669271469116,1
Cingulum (hippocampus) left,CGH-L,17.4714040756226,9.999e-05
Cingulum (hippocampus) right,CGH-R,15.906102180481,0.9998
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,9.83322238922119,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,17.036584854126,0.00369963
Superior longitudinal fasciculus left,SLF-L,15.0339136123657,1
Superior longitudinal fasciculus right,SLF-R,15.6452970504761,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,25.9850921630859,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,10.9829607009888,1
Inferior fronto-occipital fasciculus left,IFO-L,10.6595830917358,1
Inferior fronto-occipital fasciculus right,IFO-R,10.5260362625122,1
Uncinate fasciculus left,UNC-L,11.4828853607178,1
Uncinate fasciculus right,UNC-R,12.4143738746643,1
Tapatum left,TAP-L,9.31716060638428,1
Tapatum right,TAP-R,12.7581872940063,1
