WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,27.2247762680054,9.999e-05
Pontine crossing tract (a part of MCP),PCT,23.0562124252319,9.999e-05
Genu of corpus callosum,GCC,19.3034381866455,9.999e-05
Body of corpus callosum,BCC,17.4916954040527,1
Splenium of corpus callosum,SCC,19.596435546875,9.999e-05
Fornix (column and body of fornix),FX,12.1428451538086,1
Corticospinal tract left,CST-L,18.6137866973877,0.9258074
Corticospinal tract right,CST-R,19.2936344146729,0.01309869
Medial lemniscus left,ML-L,25.4214363098145,9.999e-05
Medial lemniscus right,ML-R,28.3377323150635,9.999e-05
Inferior cerebellar peduncle left,ICP-L,20.8847751617432,9.999e-05
Inferior cerebellar peduncle right,ICP-R,20.6631116867065,9.999e-05
Superior cerebellar peduncle left,SCP-L,22.1440896987915,9.999e-05
Superior cerebellar peduncle right,SCP-R,20.3674087524414,9.999e-05
Cerebral peduncle left,CP-L,15.2784152030945,1
Cerebral peduncle right,CP-R,17.7329254150391,1
Anterior limb of internal capsule left,ALIC-L,16.7428789138794,1
Anterior limb of internal capsule right,ALIC-R,23.4576187133789,9.999e-05
Posterior limb of internal capsule left,PLIC-L,20.4743127822876,9.999e-05
Posterior limb of internal capsule right,PLIC-R,19.8909616470337,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,18.7673988342285,0.7912209
Retrolenticular part of internal capsule right,RLIC-R,17.0074367523193,1
Anterior corona radiata left,ACR-L,18.5139102935791,1
Anterior corona radiata right,ACR-R,22.3657550811768,9.999e-05
Superior corona radiata left,SCR-L,12.9427342414856,1
Superior corona radiata right,SCR-R,14.0556020736694,1
Posterior corona radiata left,PCR-L,12.7652974128723,1
Posterior corona radiata right,PCR-R,9.00126934051514,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,13.6733655929565,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,11.9482913017273,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,14.5027832984924,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,18.2248001098633,1
External capsule left,EC-L,18.8369235992432,0.6530347
External capsule right,EC-R,25.342209815979,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,21.1690359115601,9.999e-05
Cingulum (cingulate gyrus) right,CGC-R,18.1507530212402,1
Cingulum (hippocampus) left,CGH-L,12.5770273208618,1
Cingulum (hippocampus) right,CGH-R,15.5973272323608,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,17.7400789260864,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,18.2495727539063,0.9991001
Superior longitudinal fasciculus left,SLF-L,17.3201637268066,1
Superior longitudinal fasciculus right,SLF-R,15.4675140380859,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,17.2612152099609,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,24.2117538452148,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,14.926682472229,1
Inferior fronto-occipital fasciculus right,IFO-R,19.9307346343994,9.999e-05
Uncinate fasciculus left,UNC-L,12.0983424186707,1
Uncinate fasciculus right,UNC-R,23.2426710128784,9.999e-05
Tapatum left,TAP-L,14.7261986732483,1
Tapatum right,TAP-R,14.767068862915,1
