WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.3443899154663,1
Pontine crossing tract (a part of MCP),PCT,14.2684950828552,1
Genu of corpus callosum,GCC,18.8471374511719,9.999e-05
Body of corpus callosum,BCC,13.1320896148682,1
Splenium of corpus callosum,SCC,15.7659425735474,1
Fornix (column and body of fornix),FX,13.9722537994385,1
Corticospinal tract left,CST-L,11.3129892349243,1
Corticospinal tract right,CST-R,18.177059173584,0.00069993
Medial lemniscus left,ML-L,16.7455549240112,1
Medial lemniscus right,ML-R,16.450719833374,1
Inferior cerebellar peduncle left,ICP-L,15.4723091125488,1
Inferior cerebellar peduncle right,ICP-R,16.7150630950928,1
Superior cerebellar peduncle left,SCP-L,21.5543165206909,9.999e-05
Superior cerebellar peduncle right,SCP-R,22.7794570922852,9.999e-05
Cerebral peduncle left,CP-L,15.658821105957,1
Cerebral peduncle right,CP-R,23.9988069534302,9.999e-05
Anterior limb of internal capsule left,ALIC-L,22.5046796798706,9.999e-05
Anterior limb of internal capsule right,ALIC-R,19.3295192718506,9.999e-05
Posterior limb of internal capsule left,PLIC-L,26.2633104324341,9.999e-05
Posterior limb of internal capsule right,PLIC-R,22.141242980957,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,23.0106925964355,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,16.1935901641846,1
Anterior corona radiata left,ACR-L,14.981840133667,1
Anterior corona radiata right,ACR-R,16.8007955551147,1
Superior corona radiata left,SCR-L,18.7642860412598,9.999e-05
Superior corona radiata right,SCR-R,13.7299680709839,1
Posterior corona radiata left,PCR-L,13.3151693344116,1
Posterior corona radiata right,PCR-R,13.4056396484375,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,14.9740877151489,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.6324501037598,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,20.1885242462158,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,10.7986974716187,1
External capsule left,EC-L,22.9389448165894,9.999e-05
External capsule right,EC-R,24.0752096176147,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,14.5944938659668,1
Cingulum (cingulate gyrus) right,CGC-R,15.186939239502,1
Cingulum (hippocampus) left,CGH-L,14.4529404640198,1
Cingulum (hippocampus) right,CGH-R,12.2259273529053,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,13.748438835144,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,11.6777248382568,1
Superior longitudinal fasciculus left,SLF-L,15.7394275665283,1
Superior longitudinal fasciculus right,SLF-R,15.5643033981323,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,16.9833240509033,0.9868013
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,13.9772300720215,1
Inferior fronto-occipital fasciculus left,IFO-L,21.1929759979248,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,13.4388008117676,1
Uncinate fasciculus left,UNC-L,22.4282493591309,9.999e-05
Uncinate fasciculus right,UNC-R,10.6045656204224,1
Tapatum left,TAP-L,17.5569286346436,0.5678432
Tapatum right,TAP-R,12.8426012992859,1
