WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.5054922103882,0.00019998
Pontine crossing tract (a part of MCP),PCT,22.5110111236572,9.999e-05
Genu of corpus callosum,GCC,18.241189956665,9.999e-05
Body of corpus callosum,BCC,14.7534646987915,1
Splenium of corpus callosum,SCC,14.4160480499268,1
Fornix (column and body of fornix),FX,22.0679492950439,9.999e-05
Corticospinal tract left,CST-L,24.824387550354,9.999e-05
Corticospinal tract right,CST-R,19.4876165390015,9.999e-05
Medial lemniscus left,ML-L,20.4993047714233,9.999e-05
Medial lemniscus right,ML-R,21.5947799682617,9.999e-05
Inferior cerebellar peduncle left,ICP-L,18.5901069641113,9.999e-05
Inferior cerebellar peduncle right,ICP-R,19.8428564071655,9.999e-05
Superior cerebellar peduncle left,SCP-L,23.3001613616943,9.999e-05
Superior cerebellar peduncle right,SCP-R,23.4122753143311,9.999e-05
Cerebral peduncle left,CP-L,24.2136869430542,9.999e-05
Cerebral peduncle right,CP-R,21.7135667800903,9.999e-05
Anterior limb of internal capsule left,ALIC-L,12.4715962409973,1
Anterior limb of internal capsule right,ALIC-R,16.0607175827026,1
Posterior limb of internal capsule left,PLIC-L,17.8619842529297,9.999e-05
Posterior limb of internal capsule right,PLIC-R,15.8156852722168,1
Retrolenticular part of internal capsule left,RLIC-L,20.2444114685059,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,17.1510753631592,0.8993101
Anterior corona radiata left,ACR-L,13.3212451934814,1
Anterior corona radiata right,ACR-R,17.8318338394165,9.999e-05
Superior corona radiata left,SCR-L,15.1793670654297,1
Superior corona radiata right,SCR-R,14.9316062927246,1
Posterior corona radiata left,PCR-L,10.7494912147522,1
Posterior corona radiata right,PCR-R,8.08249092102051,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,19.5120544433594,9.999e-05
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.0382657051086,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,24.3620576858521,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,16.2906379699707,1
External capsule left,EC-L,22.9268465042114,9.999e-05
External capsule right,EC-R,17.6733169555664,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,14.5842618942261,1
Cingulum (cingulate gyrus) right,CGC-R,11.1037473678589,1
Cingulum (hippocampus) left,CGH-L,15.8038892745972,1
Cingulum (hippocampus) right,CGH-R,15.5899391174316,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,19.4421577453613,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,16.9224414825439,0.9828017
Superior longitudinal fasciculus left,SLF-L,21.9424076080322,9.999e-05
Superior longitudinal fasciculus right,SLF-R,14.4107389450073,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,15.0681047439575,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,23.1032180786133,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,16.4990749359131,1
Inferior fronto-occipital fasciculus right,IFO-R,18.6104621887207,9.999e-05
Uncinate fasciculus left,UNC-L,21.014102935791,9.999e-05
Uncinate fasciculus right,UNC-R,24.582558631897,9.999e-05
Tapatum left,TAP-L,18.3772945404053,9.999e-05
Tapatum right,TAP-R,13.6482419967651,1
