WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,20.334264755249,9.999e-05
Pontine crossing tract (a part of MCP),PCT,19.6529960632324,9.999e-05
Genu of corpus callosum,GCC,18.432222366333,9.999e-05
Body of corpus callosum,BCC,13.6516847610474,1
Splenium of corpus callosum,SCC,15.9768161773682,1
Fornix (column and body of fornix),FX,23.9007301330566,9.999e-05
Corticospinal tract left,CST-L,19.6874151229858,9.999e-05
Corticospinal tract right,CST-R,17.8934707641602,9.999e-05
Medial lemniscus left,ML-L,17.1280918121338,0.7638236
Medial lemniscus right,ML-R,15.8677062988281,1
Inferior cerebellar peduncle left,ICP-L,18.9666051864624,9.999e-05
Inferior cerebellar peduncle right,ICP-R,14.0659132003784,1
Superior cerebellar peduncle left,SCP-L,25.8637256622314,9.999e-05
Superior cerebellar peduncle right,SCP-R,18.3843460083008,9.999e-05
Cerebral peduncle left,CP-L,17.3798046112061,0.250175
Cerebral peduncle right,CP-R,14.9321150779724,1
Anterior limb of internal capsule left,ALIC-L,12.0971908569336,1
Anterior limb of internal capsule right,ALIC-R,22.0227689743042,9.999e-05
Posterior limb of internal capsule left,PLIC-L,16.634560585022,1
Posterior limb of internal capsule right,PLIC-R,20.930492401123,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,19.1884536743164,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,18.0031356811523,9.999e-05
Anterior corona radiata left,ACR-L,16.5695362091064,1
Anterior corona radiata right,ACR-R,16.5592012405396,1
Superior corona radiata left,SCR-L,16.0202388763428,1
Superior corona radiata right,SCR-R,19.4602289199829,9.999e-05
Posterior corona radiata left,PCR-L,13.2504906654358,1
Posterior corona radiata right,PCR-R,9.67247581481934,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,17.1836051940918,0.8815118
Posterior thalamic radiation (include optic radiation) right,PTR-R,19.5300273895264,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,19.9217987060547,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,24.5509281158447,9.999e-05
External capsule left,EC-L,15.6000599861145,1
External capsule right,EC-R,14.5395474433899,1
Cingulum (cingulate gyrus) left,CGC-L,10.0162143707275,1
Cingulum (cingulate gyrus) right,CGC-R,10.1094427108765,1
Cingulum (hippocampus) left,CGH-L,14.6888222694397,1
Cingulum (hippocampus) right,CGH-R,20.7519989013672,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,16.7447595596313,0.9996
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,14.8722820281982,1
Superior longitudinal fasciculus left,SLF-L,14.2174797058106,1
Superior longitudinal fasciculus right,SLF-R,16.3386707305908,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,20.3500499725342,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,26.03759765625,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,12.6795063018799,1
Inferior fronto-occipital fasciculus right,IFO-R,17.7579402923584,0.00079992
Uncinate fasciculus left,UNC-L,16.6164808273315,0.9862014
Uncinate fasciculus right,UNC-R,11.9275002479553,1
Tapatum left,TAP-L,13.7071871757507,1
Tapatum right,TAP-R,15.6468749046326,1
