WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,16.7531003952026,9.999e-05
Pontine crossing tract (a part of MCP),PCT,15.4065780639648,1
Genu of corpus callosum,GCC,20.1311874389648,9.999e-05
Body of corpus callosum,BCC,12.7909030914307,1
Splenium of corpus callosum,SCC,16.979248046875,9.999e-05
Fornix (column and body of fornix),FX,14.1385850906372,1
Corticospinal tract left,CST-L,10.7794857025146,1
Corticospinal tract right,CST-R,14.8990845680237,1
Medial lemniscus left,ML-L,17.6905841827393,9.999e-05
Medial lemniscus right,ML-R,21.1090087890625,9.999e-05
Inferior cerebellar peduncle left,ICP-L,17.4871025085449,9.999e-05
Inferior cerebellar peduncle right,ICP-R,19.5526733398438,9.999e-05
Superior cerebellar peduncle left,SCP-L,17.1296768188477,9.999e-05
Superior cerebellar peduncle right,SCP-R,15.1289100646973,1
Cerebral peduncle left,CP-L,17.163423538208,9.999e-05
Cerebral peduncle right,CP-R,16.6695690155029,9.999e-05
Anterior limb of internal capsule left,ALIC-L,13.2076096534729,1
Anterior limb of internal capsule right,ALIC-R,15.1424427032471,1
Posterior limb of internal capsule left,PLIC-L,18.8436899185181,9.999e-05
Posterior limb of internal capsule right,PLIC-R,19.4043350219727,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,21.0328140258789,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,13.9771108627319,1
Anterior corona radiata left,ACR-L,9.11314582824707,1
Anterior corona radiata right,ACR-R,20.1300287246704,9.999e-05
Superior corona radiata left,SCR-L,13.7343583106995,1
Superior corona radiata right,SCR-R,12.4703860282898,1
Posterior corona radiata left,PCR-L,16.1443786621094,0.2746725
Posterior corona radiata right,PCR-R,10.3629841804504,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,16.5583753585815,9.999e-05
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.3870992660522,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,12.9950971603394,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,18.2028789520264,9.999e-05
External capsule left,EC-L,11.927583694458,1
External capsule right,EC-R,16.7487154006958,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,14.0196514129639,1
Cingulum (cingulate gyrus) right,CGC-R,10.747576713562,1
Cingulum (hippocampus) left,CGH-L,15.4483137130737,0.9999
Cingulum (hippocampus) right,CGH-R,10.6487655639648,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,10.814160823822,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,10.9337167739868,1
Superior longitudinal fasciculus left,SLF-L,20.3577423095703,9.999e-05
Superior longitudinal fasciculus right,SLF-R,15.6193494796753,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,12.4550228118897,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,19.3020725250244,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,14.2313318252563,1
Inferior fronto-occipital fasciculus right,IFO-R,19.2226696014404,9.999e-05
Uncinate fasciculus left,UNC-L,12.4738593101501,1
Uncinate fasciculus right,UNC-R,23.2960386276245,9.999e-05
Tapatum left,TAP-L,18.0229358673096,9.999e-05
Tapatum right,TAP-R,13.4514141082764,1
