WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.54576587677,9.999e-05
Pontine crossing tract (a part of MCP),PCT,16.3871908187866,1
Genu of corpus callosum,GCC,24.1017475128174,9.999e-05
Body of corpus callosum,BCC,18.2205772399902,9.999e-05
Splenium of corpus callosum,SCC,14.5963554382324,1
Fornix (column and body of fornix),FX,21.0979595184326,9.999e-05
Corticospinal tract left,CST-L,12.5270161628723,1
Corticospinal tract right,CST-R,16.2979001998901,1
Medial lemniscus left,ML-L,25.1934442520142,9.999e-05
Medial lemniscus right,ML-R,22.312255859375,9.999e-05
Inferior cerebellar peduncle left,ICP-L,20.9409275054932,9.999e-05
Inferior cerebellar peduncle right,ICP-R,19.7320528030396,9.999e-05
Superior cerebellar peduncle left,SCP-L,25.5711154937744,9.999e-05
Superior cerebellar peduncle right,SCP-R,26.2032775878906,9.999e-05
Cerebral peduncle left,CP-L,18.7887725830078,9.999e-05
Cerebral peduncle right,CP-R,23.8997421264648,9.999e-05
Anterior limb of internal capsule left,ALIC-L,12.5711708068848,1
Anterior limb of internal capsule right,ALIC-R,17.2698240280151,0.1011899
Posterior limb of internal capsule left,PLIC-L,15.0575704574585,1
Posterior limb of internal capsule right,PLIC-R,21.0633001327515,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,12.925329208374,1
Retrolenticular part of internal capsule right,RLIC-R,21.4650497436523,9.999e-05
Anterior corona radiata left,ACR-L,12.7884016036987,1
Anterior corona radiata right,ACR-R,13.9459247589111,1
Superior corona radiata left,SCR-L,10.6398501396179,1
Superior corona radiata right,SCR-R,17.5149850845337,9.999e-05
Posterior corona radiata left,PCR-L,10.7857155799866,1
Posterior corona radiata right,PCR-R,11.1504168510437,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,15.8439412117004,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.9460864067078,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,17.8735198974609,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,18.7506084442139,9.999e-05
External capsule left,EC-L,16.1649360656738,1
External capsule right,EC-R,19.040696144104,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,17.3941173553467,0.01929807
Cingulum (cingulate gyrus) right,CGC-R,10.8329725265503,1
Cingulum (hippocampus) left,CGH-L,13.0206298828125,1
Cingulum (hippocampus) right,CGH-R,13.7927398681641,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,14.7761750221252,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,20.4553527832031,9.999e-05
Superior longitudinal fasciculus left,SLF-L,15.3573637008667,1
Superior longitudinal fasciculus right,SLF-R,15.2530097961426,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,9.3216438293457,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,18.234827041626,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,20.3480663299561,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,19.9506740570068,9.999e-05
Uncinate fasciculus left,UNC-L,27.3978147506714,9.999e-05
Uncinate fasciculus right,UNC-R,30.9187707901001,9.999e-05
Tapatum left,TAP-L,15.7026815414429,1
Tapatum right,TAP-R,13.2334756851196,1
