WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,18.709436416626,9.999e-05
Pontine crossing tract (a part of MCP),PCT,14.5218071937561,1
Genu of corpus callosum,GCC,18.6757488250732,9.999e-05
Body of corpus callosum,BCC,12.7075777053833,1
Splenium of corpus callosum,SCC,13.0949459075928,1
Fornix (column and body of fornix),FX,14.083459854126,1
Corticospinal tract left,CST-L,19.1997852325439,9.999e-05
Corticospinal tract right,CST-R,15.5176405906677,1
Medial lemniscus left,ML-L,22.3112602233887,9.999e-05
Medial lemniscus right,ML-R,20.2791652679443,9.999e-05
Inferior cerebellar peduncle left,ICP-L,16.9185638427734,0.01869813
Inferior cerebellar peduncle right,ICP-R,14.9330406188965,1
Superior cerebellar peduncle left,SCP-L,17.8290519714355,9.999e-05
Superior cerebellar peduncle right,SCP-R,15.5845837593079,1
Cerebral peduncle left,CP-L,23.8094463348389,9.999e-05
Cerebral peduncle right,CP-R,14.4921488761902,1
Anterior limb of internal capsule left,ALIC-L,21.1622619628906,9.999e-05
Anterior limb of internal capsule right,ALIC-R,19.4995632171631,9.999e-05
Posterior limb of internal capsule left,PLIC-L,23.4442071914673,9.999e-05
Posterior limb of internal capsule right,PLIC-R,18.3177995681763,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,17.6185894012451,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,15.4329614639282,1
Anterior corona radiata left,ACR-L,15.1163854598999,1
Anterior corona radiata right,ACR-R,13.931450843811,1
Superior corona radiata left,SCR-L,13.6693863868713,1
Superior corona radiata right,SCR-R,16.3381872177124,0.9983002
Posterior corona radiata left,PCR-L,10.6449823379517,1
Posterior corona radiata right,PCR-R,11.0914063453674,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,16.9276924133301,9.999e-05
Posterior thalamic radiation (include optic radiation) right,PTR-R,13.1888561248779,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,18.9907646179199,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,9.80289554595947,1
External capsule left,EC-L,22.9725131988525,9.999e-05
External capsule right,EC-R,22.0949659347534,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,12.6897325515747,1
Cingulum (cingulate gyrus) right,CGC-R,16.2680740356445,0.989801
Cingulum (hippocampus) left,CGH-L,13.9803423881531,1
Cingulum (hippocampus) right,CGH-R,10.6513919830322,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,14.2033081054688,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,12.0847311019897,1
Superior longitudinal fasciculus left,SLF-L,15.7114686965942,1
Superior longitudinal fasciculus right,SLF-R,18.4420986175537,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,25.7416210174561,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,15.2363605499268,1
Inferior fronto-occipital fasciculus left,IFO-L,21.690258026123,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,15.9260444641113,1
Uncinate fasciculus left,UNC-L,22.2164354324341,9.999e-05
Uncinate fasciculus right,UNC-R,15.1007738113403,1
Tapatum left,TAP-L,14.505199432373,1
Tapatum right,TAP-R,11.009340763092,1
