WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,15.9919033050537,1
Pontine crossing tract (a part of MCP),PCT,21.9832954406738,9.999e-05
Genu of corpus callosum,GCC,22.7051486968994,9.999e-05
Body of corpus callosum,BCC,17.0620403289795,0.9987001
Splenium of corpus callosum,SCC,15.3397369384766,1
Fornix (column and body of fornix),FX,17.9186267852783,0.00109989
Corticospinal tract left,CST-L,19.3179330825806,9.999e-05
Corticospinal tract right,CST-R,30.4835548400879,9.999e-05
Medial lemniscus left,ML-L,17.6130056381226,0.03239676
Medial lemniscus right,ML-R,19.042537689209,9.999e-05
Inferior cerebellar peduncle left,ICP-L,16.0713167190552,1
Inferior cerebellar peduncle right,ICP-R,16.3247213363647,1
Superior cerebellar peduncle left,SCP-L,21.5980291366577,9.999e-05
Superior cerebellar peduncle right,SCP-R,17.1763191223145,0.5552445
Cerebral peduncle left,CP-L,18.068603515625,9.999e-05
Cerebral peduncle right,CP-R,24.3933830261231,9.999e-05
Anterior limb of internal capsule left,ALIC-L,17.8968830108643,9.999e-05
Anterior limb of internal capsule right,ALIC-R,16.4438800811768,1
Posterior limb of internal capsule left,PLIC-L,15.3929309844971,1
Posterior limb of internal capsule right,PLIC-R,17.6024484634399,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,13.8939142227173,1
Retrolenticular part of internal capsule right,RLIC-R,20.4568176269531,9.999e-05
Anterior corona radiata left,ACR-L,14.9934663772583,1
Anterior corona radiata right,ACR-R,17.4216279983521,0.00079992
Superior corona radiata left,SCR-L,14.0652937889099,1
Superior corona radiata right,SCR-R,15.2439112663269,1
Posterior corona radiata left,PCR-L,11.0863285064697,1
Posterior corona radiata right,PCR-R,11.5824418067932,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,17.1826620101929,0.5969403
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.5811958312988,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,13.548376083374,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,14.5143995285034,1
External capsule left,EC-L,18.6241989135742,9.999e-05
External capsule right,EC-R,20.2612562179565,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,17.7814292907715,9.999e-05
Cingulum (cingulate gyrus) right,CGC-R,23.9386367797852,9.999e-05
Cingulum (hippocampus) left,CGH-L,11.5095791816711,1
Cingulum (hippocampus) right,CGH-R,13.1572875976563,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,21.397931098938,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,13.7910814285278,1
Superior longitudinal fasciculus left,SLF-L,15.7709217071533,1
Superior longitudinal fasciculus right,SLF-R,12.8935403823853,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,19.2849159240723,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,16.1622791290283,1
Inferior fronto-occipital fasciculus left,IFO-L,17.5915546417236,0.00249975
Inferior fronto-occipital fasciculus right,IFO-R,14.7023315429688,1
Uncinate fasciculus left,UNC-L,18.4168539047241,9.999e-05
Uncinate fasciculus right,UNC-R,17.3141231536865,0.3481652
Tapatum left,TAP-L,15.0119705200195,1
Tapatum right,TAP-R,19.5257759094238,9.999e-05
