WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,15.860776424408,1
Pontine crossing tract (a part of MCP),PCT,11.887912273407,1
Genu of corpus callosum,GCC,21.241678237915,9.999e-05
Body of corpus callosum,BCC,16.8347854614258,1
Splenium of corpus callosum,SCC,16.4603824615479,1
Fornix (column and body of fornix),FX,13.8394966125488,1
Corticospinal tract left,CST-L,18.8995532989502,9.999e-05
Corticospinal tract right,CST-R,15.6997900009155,1
Medial lemniscus left,ML-L,24.0217370986939,9.999e-05
Medial lemniscus right,ML-R,24.2541561126709,9.999e-05
Inferior cerebellar peduncle left,ICP-L,22.1092538833618,9.999e-05
Inferior cerebellar peduncle right,ICP-R,21.8101654052734,9.999e-05
Superior cerebellar peduncle left,SCP-L,25.948468208313,9.999e-05
Superior cerebellar peduncle right,SCP-R,30.8839416503906,9.999e-05
Cerebral peduncle left,CP-L,26.4643745422363,9.999e-05
Cerebral peduncle right,CP-R,20.266282081604,9.999e-05
Anterior limb of internal capsule left,ALIC-L,17.4876260757446,0.9996
Anterior limb of internal capsule right,ALIC-R,14.2637429237366,1
Posterior limb of internal capsule left,PLIC-L,25.9241638183594,9.999e-05
Posterior limb of internal capsule right,PLIC-R,24.1842660903931,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,15.1433830261231,1
Retrolenticular part of internal capsule right,RLIC-R,11.6792678833008,1
Anterior corona radiata left,ACR-L,13.8629970550537,1
Anterior corona radiata right,ACR-R,18.2829065322876,9.999e-05
Superior corona radiata left,SCR-L,19.3057584762573,9.999e-05
Superior corona radiata right,SCR-R,19.9929666519165,9.999e-05
Posterior corona radiata left,PCR-L,15.3397574424744,1
Posterior corona radiata right,PCR-R,16.8084964752197,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,17.063060760498,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,17.7600183486939,0.7415258
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,16.0073337554932,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,13.98952293396,1
External capsule left,EC-L,12.2620582580566,1
External capsule right,EC-R,14.1346559524536,1
Cingulum (cingulate gyrus) left,CGC-L,13.037257194519,1
Cingulum (cingulate gyrus) right,CGC-R,15.3700408935547,1
Cingulum (hippocampus) left,CGH-L,12.504026889801,1
Cingulum (hippocampus) right,CGH-R,15.6914234161377,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,11.1291933059692,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,12.6555919647217,1
Superior longitudinal fasciculus left,SLF-L,16.1435432434082,1
Superior longitudinal fasciculus right,SLF-R,15.4538040161133,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,16.8346576690674,0.9998
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,14.6921396255493,1
Inferior fronto-occipital fasciculus left,IFO-L,19.1175785064697,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,18.7055816650391,9.999e-05
Uncinate fasciculus left,UNC-L,20.3322439193726,9.999e-05
Uncinate fasciculus right,UNC-R,19.4306612014771,9.999e-05
Tapatum left,TAP-L,15.6710600852966,1
Tapatum right,TAP-R,14.965446472168,1
