WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,19.2090978622437,9.999e-05
Pontine crossing tract (a part of MCP),PCT,15.4032011032105,1
Genu of corpus callosum,GCC,21.2610416412354,9.999e-05
Body of corpus callosum,BCC,15.99644947052,1
Splenium of corpus callosum,SCC,12.7123079299927,1
Fornix (column and body of fornix),FX,23.4697551727295,9.999e-05
Corticospinal tract left,CST-L,14.4867124557495,1
Corticospinal tract right,CST-R,17.225658416748,0.8868113
Medial lemniscus left,ML-L,17.3893795013428,0.5561444
Medial lemniscus right,ML-R,20.4454498291016,9.999e-05
Inferior cerebellar peduncle left,ICP-L,20.7975826263428,9.999e-05
Inferior cerebellar peduncle right,ICP-R,19.2701082229614,9.999e-05
Superior cerebellar peduncle left,SCP-L,21.6278324127197,9.999e-05
Superior cerebellar peduncle right,SCP-R,25.0703792572022,9.999e-05
Cerebral peduncle left,CP-L,25.911036491394,9.999e-05
Cerebral peduncle right,CP-R,20.6843538284302,9.999e-05
Anterior limb of internal capsule left,ALIC-L,18.2084197998047,9.999e-05
Anterior limb of internal capsule right,ALIC-R,22.8204803466797,9.999e-05
Posterior limb of internal capsule left,PLIC-L,26.1075210571289,9.999e-05
Posterior limb of internal capsule right,PLIC-R,21.9801034927368,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,17.2571907043457,0.9162084
Retrolenticular part of internal capsule right,RLIC-R,11.1547222137451,1
Anterior corona radiata left,ACR-L,14.6643915176392,1
Anterior corona radiata right,ACR-R,16.6049451828003,1
Superior corona radiata left,SCR-L,13.7039785385132,1
Superior corona radiata right,SCR-R,18.0011301040649,9.999e-05
Posterior corona radiata left,PCR-L,14.8000259399414,1
Posterior corona radiata right,PCR-R,12.2252373695374,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,12.7356543540955,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,9.626136302948,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,19.224681854248,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,16.3467578887939,1
External capsule left,EC-L,13.5991673469543,1
External capsule right,EC-R,18.8959083557129,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,13.0099105834961,1
Cingulum (cingulate gyrus) right,CGC-R,11.5700941085815,1
Cingulum (hippocampus) left,CGH-L,18.3170175552368,9.999e-05
Cingulum (hippocampus) right,CGH-R,17.4856128692627,0.3761624
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,21.3762521743774,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,23.2906475067139,9.999e-05
Superior longitudinal fasciculus left,SLF-L,15.0472364425659,1
Superior longitudinal fasciculus right,SLF-R,14.9249305725098,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,13.3593044281006,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,29.340030670166,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,22.2824001312256,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,21.4526805877686,9.999e-05
Uncinate fasciculus left,UNC-L,24.8626728057861,9.999e-05
Uncinate fasciculus right,UNC-R,17.3250188827515,0.6322368
Tapatum left,TAP-L,9.60577774047852,1
Tapatum right,TAP-R,8.51513481140137,1
