WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.8173942565918,1
Pontine crossing tract (a part of MCP),PCT,28.9303855895996,9.999e-05
Genu of corpus callosum,GCC,29.2830295562744,9.999e-05
Body of corpus callosum,BCC,19.7558174133301,1
Splenium of corpus callosum,SCC,20.1717910766602,1
Fornix (column and body of fornix),FX,25.3721389770508,9.999e-05
Corticospinal tract left,CST-L,28.6599607467651,9.999e-05
Corticospinal tract right,CST-R,31.0638227462769,9.999e-05
Medial lemniscus left,ML-L,23.9604377746582,9.999e-05
Medial lemniscus right,ML-R,32.1874237060547,9.999e-05
Inferior cerebellar peduncle left,ICP-L,22.5613918304443,9.999e-05
Inferior cerebellar peduncle right,ICP-R,27.825779914856,9.999e-05
Superior cerebellar peduncle left,SCP-L,23.2302742004395,9.999e-05
Superior cerebellar peduncle right,SCP-R,26.4934482574463,9.999e-05
Cerebral peduncle left,CP-L,18.9351816177368,1
Cerebral peduncle right,CP-R,28.3996467590332,9.999e-05
Anterior limb of internal capsule left,ALIC-L,25.6278009414673,9.999e-05
Anterior limb of internal capsule right,ALIC-R,29.2098264694214,9.999e-05
Posterior limb of internal capsule left,PLIC-L,20.424994468689,0.8842116
Posterior limb of internal capsule right,PLIC-R,27.2333984375,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,14.2745637893677,1
Retrolenticular part of internal capsule right,RLIC-R,18.92551612854,1
Anterior corona radiata left,ACR-L,18.3519153594971,1
Anterior corona radiata right,ACR-R,21.4739418029785,9.999e-05
Superior corona radiata left,SCR-L,14.5147233009338,1
Superior corona radiata right,SCR-R,18.4549446105957,1
Posterior corona radiata left,PCR-L,13.1303787231445,1
Posterior corona radiata right,PCR-R,14.104688167572,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,13.8328185081482,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,16.2480573654175,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,23.4804878234863,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,19.4957599639893,1
External capsule left,EC-L,15.8679914474487,1
External capsule right,EC-R,13.4098401069641,1
Cingulum (cingulate gyrus) left,CGC-L,24.2362499237061,9.999e-05
Cingulum (cingulate gyrus) right,CGC-R,21.0420322418213,0.00029997
Cingulum (hippocampus) left,CGH-L,19.3430528640747,1
Cingulum (hippocampus) right,CGH-R,17.4850444793701,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,28.9948902130127,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,22.2840900421143,9.999e-05
Superior longitudinal fasciculus left,SLF-L,16.0653057098389,1
Superior longitudinal fasciculus right,SLF-R,17.8328876495361,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,24.7671947479248,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,31.7274627685547,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,14.981390953064,1
Inferior fronto-occipital fasciculus right,IFO-R,15.2439737319946,1
Uncinate fasciculus left,UNC-L,19.0302629470825,1
Uncinate fasciculus right,UNC-R,23.1788816452026,9.999e-05
Tapatum left,TAP-L,15.2763385772705,1
Tapatum right,TAP-R,20.4188270568848,0.6918308
