WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.0628232955933,9.999e-05
Pontine crossing tract (a part of MCP),PCT,16.7816047668457,0.2882712
Genu of corpus callosum,GCC,18.7564926147461,9.999e-05
Body of corpus callosum,BCC,13.9316778182983,1
Splenium of corpus callosum,SCC,12.593563079834,1
Fornix (column and body of fornix),FX,12.2143354415894,1
Corticospinal tract left,CST-L,17.166862487793,0.00269973
Corticospinal tract right,CST-R,18.5817432403564,9.999e-05
Medial lemniscus left,ML-L,10.7489800453186,1
Medial lemniscus right,ML-R,10.0443363189697,1
Inferior cerebellar peduncle left,ICP-L,14.4731640815735,1
Inferior cerebellar peduncle right,ICP-R,11.9261870384216,1
Superior cerebellar peduncle left,SCP-L,16.5669622421265,0.7449255
Superior cerebellar peduncle right,SCP-R,18.8279962539673,9.999e-05
Cerebral peduncle left,CP-L,25.0091733932495,9.999e-05
Cerebral peduncle right,CP-R,22.3697128295898,9.999e-05
Anterior limb of internal capsule left,ALIC-L,13.6809005737305,1
Anterior limb of internal capsule right,ALIC-R,20.0806379318237,9.999e-05
Posterior limb of internal capsule left,PLIC-L,22.1792888641357,9.999e-05
Posterior limb of internal capsule right,PLIC-R,19.8848648071289,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,15.7293291091919,1
Retrolenticular part of internal capsule right,RLIC-R,11.0929756164551,1
Anterior corona radiata left,ACR-L,14.8533744812012,1
Anterior corona radiata right,ACR-R,14.1721448898315,1
Superior corona radiata left,SCR-L,13.7842106819153,1
Superior corona radiata right,SCR-R,13.5416874885559,1
Posterior corona radiata left,PCR-L,13.7530064582825,1
Posterior corona radiata right,PCR-R,12.3520059585571,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,18.4773445129395,9.999e-05
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.4682559967041,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,15.5353713035584,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,11.7134037017822,1
External capsule left,EC-L,24.1812953948975,9.999e-05
External capsule right,EC-R,20.8505926132202,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,13.8545956611633,1
Cingulum (cingulate gyrus) right,CGC-R,9.74994945526123,1
Cingulum (hippocampus) left,CGH-L,14.2485795021057,1
Cingulum (hippocampus) right,CGH-R,10.0466537475586,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,11.2583346366882,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,9.41125869750977,1
Superior longitudinal fasciculus left,SLF-L,19.6598796844482,9.999e-05
Superior longitudinal fasciculus right,SLF-R,15.3271903991699,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,14.9149961471558,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,15.0546159744263,1
Inferior fronto-occipital fasciculus left,IFO-L,26.0937423706055,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,15.0281763076782,1
Uncinate fasciculus left,UNC-L,25.4650917053223,9.999e-05
Uncinate fasciculus right,UNC-R,17.2187595367432,0.05009499
Tapatum left,TAP-L,21.4199323654175,9.999e-05
Tapatum right,TAP-R,14.1508889198303,1
