WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,22.0194330215454,9.999e-05
Pontine crossing tract (a part of MCP),PCT,19.4458646774292,9.999e-05
Genu of corpus callosum,GCC,23.7088069915772,9.999e-05
Body of corpus callosum,BCC,15.9840383529663,1
Splenium of corpus callosum,SCC,17.4758472442627,1
Fornix (column and body of fornix),FX,29.5071334838867,9.999e-05
Corticospinal tract left,CST-L,19.7560548782349,9.999e-05
Corticospinal tract right,CST-R,13.3592228889465,1
Medial lemniscus left,ML-L,20.5954790115356,9.999e-05
Medial lemniscus right,ML-R,18.954797744751,0.00049995
Inferior cerebellar peduncle left,ICP-L,22.9713430404663,9.999e-05
Inferior cerebellar peduncle right,ICP-R,19.984902381897,9.999e-05
Superior cerebellar peduncle left,SCP-L,17.0911998748779,1
Superior cerebellar peduncle right,SCP-R,15.0444202423096,1
Cerebral peduncle left,CP-L,17.1449871063232,1
Cerebral peduncle right,CP-R,13.9975609779358,1
Anterior limb of internal capsule left,ALIC-L,22.6635208129883,9.999e-05
Anterior limb of internal capsule right,ALIC-R,19.5571899414063,9.999e-05
Posterior limb of internal capsule left,PLIC-L,26.7827272415161,9.999e-05
Posterior limb of internal capsule right,PLIC-R,24.0423154830933,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,14.2550086975098,1
Retrolenticular part of internal capsule right,RLIC-R,17.5111427307129,1
Anterior corona radiata left,ACR-L,13.7352285385132,1
Anterior corona radiata right,ACR-R,12.9768133163452,1
Superior corona radiata left,SCR-L,17.1659326553345,1
Superior corona radiata right,SCR-R,11.3557863235474,1
Posterior corona radiata left,PCR-L,11.1532254219055,1
Posterior corona radiata right,PCR-R,12.2934336662292,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,16.4668636322022,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,17.2119255065918,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,21.9325752258301,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,20.9815483093262,9.999e-05
External capsule left,EC-L,17.1883487701416,1
External capsule right,EC-R,15.7878441810608,1
Cingulum (cingulate gyrus) left,CGC-L,11.6656537055969,1
Cingulum (cingulate gyrus) right,CGC-R,14.0586833953857,1
Cingulum (hippocampus) left,CGH-L,15.2865424156189,1
Cingulum (hippocampus) right,CGH-R,14.7352886199951,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,16.8737211227417,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,17.0329608917236,1
Superior longitudinal fasciculus left,SLF-L,20.7286224365234,9.999e-05
Superior longitudinal fasciculus right,SLF-R,12.4458837509155,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,25.4575500488281,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,21.0334281921387,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,21.6681785583496,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,17.8339004516602,0.950305
Uncinate fasciculus left,UNC-L,22.5542001724243,9.999e-05
Uncinate fasciculus right,UNC-R,25.91090965271,9.999e-05
Tapatum left,TAP-L,17.9113597869873,0.7293271
Tapatum right,TAP-R,13.3420076370239,1
