WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,14.3462462425232,1
Pontine crossing tract (a part of MCP),PCT,20.46812915802,9.999e-05
Genu of corpus callosum,GCC,20.0588207244873,9.999e-05
Body of corpus callosum,BCC,14.3760871887207,1
Splenium of corpus callosum,SCC,18.5404300689697,0.4989501
Fornix (column and body of fornix),FX,13.0474357604981,1
Corticospinal tract left,CST-L,14.9673790931702,1
Corticospinal tract right,CST-R,15.9070820808411,1
Medial lemniscus left,ML-L,14.9907774925232,1
Medial lemniscus right,ML-R,12.633674621582,1
Inferior cerebellar peduncle left,ICP-L,18.844033241272,0.08659134
Inferior cerebellar peduncle right,ICP-R,8.86184501647949,1
Superior cerebellar peduncle left,SCP-L,18.2507085800171,0.910009
Superior cerebellar peduncle right,SCP-R,15.7942943572998,1
Cerebral peduncle left,CP-L,16.6156959533691,1
Cerebral peduncle right,CP-R,21.3861885070801,9.999e-05
Anterior limb of internal capsule left,ALIC-L,17.982105255127,1
Anterior limb of internal capsule right,ALIC-R,17.1795949935913,1
Posterior limb of internal capsule left,PLIC-L,20.4547510147095,9.999e-05
Posterior limb of internal capsule right,PLIC-R,35.6201858520508,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,30.0642166137695,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,19.7129192352295,9.999e-05
Anterior corona radiata left,ACR-L,13.7011251449585,1
Anterior corona radiata right,ACR-R,14.5703134536743,1
Superior corona radiata left,SCR-L,19.8502559661865,9.999e-05
Superior corona radiata right,SCR-R,27.3517847061157,9.999e-05
Posterior corona radiata left,PCR-L,20.7537260055542,9.999e-05
Posterior corona radiata right,PCR-R,18.8938627243042,0.00069993
Posterior thalamic radiation (include optic radiation) left,PTR-L,17.2475290298462,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.7354049682617,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,23.7371406555176,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,12.9345588684082,1
External capsule left,EC-L,16.2481031417847,1
External capsule right,EC-R,18.5206880569458,0.5634437
Cingulum (cingulate gyrus) left,CGC-L,18.7652606964111,0.05839416
Cingulum (cingulate gyrus) right,CGC-R,15.6546392440796,1
Cingulum (hippocampus) left,CGH-L,19.7962217330933,9.999e-05
Cingulum (hippocampus) right,CGH-R,14.2270555496216,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,21.2974405288696,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,11.6412734985352,1
Superior longitudinal fasciculus left,SLF-L,18.5466289520264,0.469953
Superior longitudinal fasciculus right,SLF-R,21.0889949798584,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,19.9727325439453,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,34.0427322387695,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,14.7405042648315,1
Inferior fronto-occipital fasciculus right,IFO-R,13.4011783599854,1
Uncinate fasciculus left,UNC-L,16.1033458709717,1
Uncinate fasciculus right,UNC-R,10.5868763923645,1
Tapatum left,TAP-L,13.1640386581421,1
Tapatum right,TAP-R,12.3091249465942,1
