WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.4320497512817,9.999e-05
Pontine crossing tract (a part of MCP),PCT,25.2519798278809,9.999e-05
Genu of corpus callosum,GCC,17.6900386810303,9.999e-05
Body of corpus callosum,BCC,11.4079055786133,1
Splenium of corpus callosum,SCC,12.4852247238159,1
Fornix (column and body of fornix),FX,28.9048690795898,9.999e-05
Corticospinal tract left,CST-L,23.4193897247314,9.999e-05
Corticospinal tract right,CST-R,24.3585805892944,9.999e-05
Medial lemniscus left,ML-L,11.5301651954651,1
Medial lemniscus right,ML-R,10.279501914978,1
Inferior cerebellar peduncle left,ICP-L,11.7358498573303,1
Inferior cerebellar peduncle right,ICP-R,12.8484053611755,1
Superior cerebellar peduncle left,SCP-L,20.130597114563,9.999e-05
Superior cerebellar peduncle right,SCP-R,21.5048770904541,9.999e-05
Cerebral peduncle left,CP-L,22.5668458938599,9.999e-05
Cerebral peduncle right,CP-R,21.7167367935181,9.999e-05
Anterior limb of internal capsule left,ALIC-L,21.5074214935303,9.999e-05
Anterior limb of internal capsule right,ALIC-R,13.3030343055725,1
Posterior limb of internal capsule left,PLIC-L,19.712794303894,9.999e-05
Posterior limb of internal capsule right,PLIC-R,18.2280673980713,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,12.2744817733765,1
Retrolenticular part of internal capsule right,RLIC-R,19.9295864105225,9.999e-05
Anterior corona radiata left,ACR-L,11.5993709564209,1
Anterior corona radiata right,ACR-R,16.9255905151367,9.999e-05
Superior corona radiata left,SCR-L,14.6620173454285,1
Superior corona radiata right,SCR-R,12.7254600524902,1
Posterior corona radiata left,PCR-L,11.7945876121521,1
Posterior corona radiata right,PCR-R,13.1219043731689,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,11.9908757209778,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.2103362083435,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,18.1013069152832,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,17.5590038299561,9.999e-05
External capsule left,EC-L,21.5486240386963,9.999e-05
External capsule right,EC-R,18.117130279541,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,11.6585445404053,1
Cingulum (cingulate gyrus) right,CGC-R,14.7764015197754,1
Cingulum (hippocampus) left,CGH-L,16.9634914398193,0.0029997
Cingulum (hippocampus) right,CGH-R,17.9870300292969,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,21.9802207946777,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,23.887228012085,9.999e-05
Superior longitudinal fasciculus left,SLF-L,17.8351917266846,9.999e-05
Superior longitudinal fasciculus right,SLF-R,20.1884384155273,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,16.45627784729,0.5030497
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,8.89103507995606,1
Inferior fronto-occipital fasciculus left,IFO-L,20.7282543182373,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,20.5759410858154,9.999e-05
Uncinate fasciculus left,UNC-L,12.1673393249512,1
Uncinate fasciculus right,UNC-R,14.7653079032898,1
Tapatum left,TAP-L,13.5200200080872,1
Tapatum right,TAP-R,18.545877456665,9.999e-05
