WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.8253498077393,9.999e-05
Pontine crossing tract (a part of MCP),PCT,21.0894784927368,9.999e-05
Genu of corpus callosum,GCC,22.1086769104004,9.999e-05
Body of corpus callosum,BCC,13.0689525604248,1
Splenium of corpus callosum,SCC,16.7548713684082,0.9985001
Fornix (column and body of fornix),FX,15.2199048995972,1
Corticospinal tract left,CST-L,18.8527202606201,9.999e-05
Corticospinal tract right,CST-R,23.1253414154053,9.999e-05
Medial lemniscus left,ML-L,24.7284383773804,9.999e-05
Medial lemniscus right,ML-R,22.3244762420654,9.999e-05
Inferior cerebellar peduncle left,ICP-L,21.0625267028809,9.999e-05
Inferior cerebellar peduncle right,ICP-R,20.1524620056152,9.999e-05
Superior cerebellar peduncle left,SCP-L,29.9602956771851,9.999e-05
Superior cerebellar peduncle right,SCP-R,20.105619430542,9.999e-05
Cerebral peduncle left,CP-L,16.0409202575684,1
Cerebral peduncle right,CP-R,21.6736907958984,9.999e-05
Anterior limb of internal capsule left,ALIC-L,10.5337448120117,1
Anterior limb of internal capsule right,ALIC-R,15.7620444297791,1
Posterior limb of internal capsule left,PLIC-L,12.6209235191345,1
Posterior limb of internal capsule right,PLIC-R,13.3410406112671,1
Retrolenticular part of internal capsule left,RLIC-L,10.369948387146,1
Retrolenticular part of internal capsule right,RLIC-R,17.6318206787109,9.999e-05
Anterior corona radiata left,ACR-L,11.5441474914551,1
Anterior corona radiata right,ACR-R,15.1434874534607,1
Superior corona radiata left,SCR-L,16.6648588180542,0.9998
Superior corona radiata right,SCR-R,23.8114280700684,9.999e-05
Posterior corona radiata left,PCR-L,18.9847946166992,9.999e-05
Posterior corona radiata right,PCR-R,16.0176124572754,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,13.5431938171387,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.7696671485901,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,15.2249255180359,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,21.1605281829834,9.999e-05
External capsule left,EC-L,11.1077189445496,1
External capsule right,EC-R,12.2816882133484,1
Cingulum (cingulate gyrus) left,CGC-L,13.8468384742737,1
Cingulum (cingulate gyrus) right,CGC-R,11.1431293487549,1
Cingulum (hippocampus) left,CGH-L,15.577085018158,1
Cingulum (hippocampus) right,CGH-R,19.8345184326172,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,12.6196613311768,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,17.6056308746338,0.00029997
Superior longitudinal fasciculus left,SLF-L,15.6677742004395,1
Superior longitudinal fasciculus right,SLF-R,18.7441539764404,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,8.48452568054199,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,25.6969013214111,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,8.91781997680664,1
Inferior fronto-occipital fasciculus right,IFO-R,10.8558883666992,1
Uncinate fasciculus left,UNC-L,9.14192342758179,1
Uncinate fasciculus right,UNC-R,12.6070585250854,1
Tapatum left,TAP-L,13.5877799987793,1
Tapatum right,TAP-R,14.4606184959412,1
