WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,16.6193714141846,1
Pontine crossing tract (a part of MCP),PCT,20.1167125701904,9.999e-05
Genu of corpus callosum,GCC,18.3963947296143,9.999e-05
Body of corpus callosum,BCC,15.269660949707,1
Splenium of corpus callosum,SCC,17.5500316619873,0.00519948
Fornix (column and body of fornix),FX,13.7106332778931,1
Corticospinal tract left,CST-L,15.6102118492126,1
Corticospinal tract right,CST-R,16.9103145599365,0.9988001
Medial lemniscus left,ML-L,24.4119844436646,9.999e-05
Medial lemniscus right,ML-R,22.298807144165,9.999e-05
Inferior cerebellar peduncle left,ICP-L,19.2686367034912,9.999e-05
Inferior cerebellar peduncle right,ICP-R,19.8745975494385,9.999e-05
Superior cerebellar peduncle left,SCP-L,25.4668703079224,9.999e-05
Superior cerebellar peduncle right,SCP-R,23.808837890625,9.999e-05
Cerebral peduncle left,CP-L,29.3997077941895,9.999e-05
Cerebral peduncle right,CP-R,17.4247312545776,0.4672533
Anterior limb of internal capsule left,ALIC-L,16.9349889755249,1
Anterior limb of internal capsule right,ALIC-R,18.562424659729,9.999e-05
Posterior limb of internal capsule left,PLIC-L,30.9665899276733,9.999e-05
Posterior limb of internal capsule right,PLIC-R,15.8766446113586,1
Retrolenticular part of internal capsule left,RLIC-L,24.278751373291,9.999e-05
Retrolenticular part of internal capsule right,RLIC-R,17.1762084960938,0.970203
Anterior corona radiata left,ACR-L,13.4230146408081,1
Anterior corona radiata right,ACR-R,14.7537250518799,1
Superior corona radiata left,SCR-L,12.2417950630188,1
Superior corona radiata right,SCR-R,14.02601146698,1
Posterior corona radiata left,PCR-L,17.9179372787476,9.999e-05
Posterior corona radiata right,PCR-R,15.1410675048828,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,13.8181138038635,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,12.9654202461243,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,22.0028800964355,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,19.254732131958,9.999e-05
External capsule left,EC-L,12.29083776474,1
External capsule right,EC-R,21.1096849441528,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,15.4060897827148,1
Cingulum (cingulate gyrus) right,CGC-R,12.7464828491211,1
Cingulum (hippocampus) left,CGH-L,16.8612251281738,0.9996
Cingulum (hippocampus) right,CGH-R,14.3209018707275,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,19.4527530670166,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,11.7282228469849,1
Superior longitudinal fasciculus left,SLF-L,15.9170522689819,1
Superior longitudinal fasciculus right,SLF-R,15.6762437820435,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,15.6291542053223,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,12.946291923523,1
Inferior fronto-occipital fasciculus left,IFO-L,16.2415523529053,1
Inferior fronto-occipital fasciculus right,IFO-R,20.8841724395752,9.999e-05
Uncinate fasciculus left,UNC-L,27.1767835617065,9.999e-05
Uncinate fasciculus right,UNC-R,16.7669172286987,0.9789021
Tapatum left,TAP-L,18.3901281356812,0.00019998
Tapatum right,TAP-R,20.8448934555054,9.999e-05
