WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,17.6726770401001,9.999e-05
Pontine crossing tract (a part of MCP),PCT,12.0804743766785,1
Genu of corpus callosum,GCC,19.2694396972656,9.999e-05
Body of corpus callosum,BCC,9.68617630004883,1
Splenium of corpus callosum,SCC,15.105320930481,1
Fornix (column and body of fornix),FX,14.5974388122559,1
Corticospinal tract left,CST-L,13.5095343589783,1
Corticospinal tract right,CST-R,11.4133081436157,1
Medial lemniscus left,ML-L,11.6314806938171,1
Medial lemniscus right,ML-R,13.2634162902832,1
Inferior cerebellar peduncle left,ICP-L,17.5662097930908,9.999e-05
Inferior cerebellar peduncle right,ICP-R,21.2826137542725,9.999e-05
Superior cerebellar peduncle left,SCP-L,15.3457889556885,1
Superior cerebellar peduncle right,SCP-R,18.796290397644,9.999e-05
Cerebral peduncle left,CP-L,15.4357190132141,1
Cerebral peduncle right,CP-R,29.4356050491333,9.999e-05
Anterior limb of internal capsule left,ALIC-L,19.0146045684814,9.999e-05
Anterior limb of internal capsule right,ALIC-R,25.4283456802368,9.999e-05
Posterior limb of internal capsule left,PLIC-L,20.4013624191284,9.999e-05
Posterior limb of internal capsule right,PLIC-R,29.4820213317871,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,15.1497001647949,1
Retrolenticular part of internal capsule right,RLIC-R,24.1751537322998,9.999e-05
Anterior corona radiata left,ACR-L,14.7510766983032,1
Anterior corona radiata right,ACR-R,17.317774772644,9.999e-05
Superior corona radiata left,SCR-L,12.2758679389954,1
Superior corona radiata right,SCR-R,14.1935939788818,1
Posterior corona radiata left,PCR-L,9.13628339767456,1
Posterior corona radiata right,PCR-R,11.0162200927734,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,15.0353865623474,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,16.9488859176636,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,19.4656314849854,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,23.1616897583008,9.999e-05
External capsule left,EC-L,15.9692049026489,0.9999
External capsule right,EC-R,22.9052953720093,9.999e-05
Cingulum (cingulate gyrus) left,CGC-L,10.2182631492615,1
Cingulum (cingulate gyrus) right,CGC-R,9.35744667053223,1
Cingulum (hippocampus) left,CGH-L,17.6091890335083,9.999e-05
Cingulum (hippocampus) right,CGH-R,17.3928375244141,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,21.6263875961304,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,17.5985355377197,9.999e-05
Superior longitudinal fasciculus left,SLF-L,10.8207540512085,1
Superior longitudinal fasciculus right,SLF-R,12.199854850769,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,14.5976696014404,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,26.0183143615723,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,13.4005041122437,1
Inferior fronto-occipital fasciculus right,IFO-R,27.5488452911377,9.999e-05
Uncinate fasciculus left,UNC-L,15.3146924972534,0.9990001
Uncinate fasciculus right,UNC-R,30.7471036911011,9.999e-05
Tapatum left,TAP-L,9.52945041656494,1
Tapatum right,TAP-R,14.1072297096252,1
