WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,21.3486814498901,9.999e-05
Pontine crossing tract (a part of MCP),PCT,25.1244077682495,9.999e-05
Genu of corpus callosum,GCC,15.9029407501221,1
Body of corpus callosum,BCC,18.5923233032227,9.999e-05
Splenium of corpus callosum,SCC,14.1994924545288,1
Fornix (column and body of fornix),FX,17.5038642883301,0.9994001
Corticospinal tract left,CST-L,17.4449729919434,1
Corticospinal tract right,CST-R,21.532829284668,9.999e-05
Medial lemniscus left,ML-L,25.1803398132324,9.999e-05
Medial lemniscus right,ML-R,24.0387287139893,9.999e-05
Inferior cerebellar peduncle left,ICP-L,17.6302947998047,0.9999
Inferior cerebellar peduncle right,ICP-R,12.3682489395142,1
Superior cerebellar peduncle left,SCP-L,22.7215147018433,9.999e-05
Superior cerebellar peduncle right,SCP-R,21.5368938446045,9.999e-05
Cerebral peduncle left,CP-L,20.3304576873779,9.999e-05
Cerebral peduncle right,CP-R,19.2769956588745,9.999e-05
Anterior limb of internal capsule left,ALIC-L,24.0518589019775,9.999e-05
Anterior limb of internal capsule right,ALIC-R,27.3017416000366,9.999e-05
Posterior limb of internal capsule left,PLIC-L,14.2778363227844,1
Posterior limb of internal capsule right,PLIC-R,16.9332122802734,1
Retrolenticular part of internal capsule left,RLIC-L,17.1814975738525,1
Retrolenticular part of internal capsule right,RLIC-R,16.9907722473145,1
Anterior corona radiata left,ACR-L,15.4830341339111,1
Anterior corona radiata right,ACR-R,15.9579510688782,1
Superior corona radiata left,SCR-L,17.4361600875855,1
Superior corona radiata right,SCR-R,19.7919921875,9.999e-05
Posterior corona radiata left,PCR-L,15.2861442565918,1
Posterior corona radiata right,PCR-R,13.7509107589722,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,17.7507667541504,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.7440586090088,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,19.4402332305908,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,10.5881404876709,1
External capsule left,EC-L,22.1671457290649,9.999e-05
External capsule right,EC-R,16.4594249725342,1
Cingulum (cingulate gyrus) left,CGC-L,10.7540225982666,1
Cingulum (cingulate gyrus) right,CGC-R,10.920539855957,1
Cingulum (hippocampus) left,CGH-L,15.8713126182556,1
Cingulum (hippocampus) right,CGH-R,12.5082759857178,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,26.2451410293579,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,18.5885734558105,0.05169483
Superior longitudinal fasciculus left,SLF-L,19.229513168335,9.999e-05
Superior longitudinal fasciculus right,SLF-R,16.6648616790772,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,14.5127115249634,1
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,23.6453189849854,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,18.8153686523438,9.999e-05
Inferior fronto-occipital fasciculus right,IFO-R,14.8421812057495,1
Uncinate fasciculus left,UNC-L,18.8091897964478,0.04969503
Uncinate fasciculus right,UNC-R,13.209349155426,1
Tapatum left,TAP-L,17.7142133712769,0.9912009
Tapatum right,TAP-R,13.1027255058289,1
