WM tracts,Abbreviation,P value,PBonf.
Middle cerebellar peduncle,MCP,16.9656114578247,9.999e-05
Pontine crossing tract (a part of MCP),PCT,14.1365432739258,1
Genu of corpus callosum,GCC,12.5201377868652,1
Body of corpus callosum,BCC,17.083812713623,9.999e-05
Splenium of corpus callosum,SCC,16.8595314025879,9.999e-05
Fornix (column and body of fornix),FX,18.9831485748291,9.999e-05
Corticospinal tract left,CST-L,11.720160484314,1
Corticospinal tract right,CST-R,17.0496664047241,9.999e-05
Medial lemniscus left,ML-L,9.88411331176758,1
Medial lemniscus right,ML-R,15.279881477356,1
Inferior cerebellar peduncle left,ICP-L,10.7187938690186,1
Inferior cerebellar peduncle right,ICP-R,19.9952507019043,9.999e-05
Superior cerebellar peduncle left,SCP-L,9.98765087127686,1
Superior cerebellar peduncle right,SCP-R,14.2979116439819,1
Cerebral peduncle left,CP-L,13.9280047416687,1
Cerebral peduncle right,CP-R,19.6216049194336,9.999e-05
Anterior limb of internal capsule left,ALIC-L,16.1273136138916,0.2461754
Anterior limb of internal capsule right,ALIC-R,12.038384437561,1
Posterior limb of internal capsule left,PLIC-L,13.8068552017212,1
Posterior limb of internal capsule right,PLIC-R,16.9180326461792,9.999e-05
Retrolenticular part of internal capsule left,RLIC-L,13.7086505889893,1
Retrolenticular part of internal capsule right,RLIC-R,18.0672988891602,9.999e-05
Anterior corona radiata left,ACR-L,11.3665504455566,1
Anterior corona radiata right,ACR-R,13.4162836074829,1
Superior corona radiata left,SCR-L,16.6749811172485,9.999e-05
Superior corona radiata right,SCR-R,16.4490900039673,9.999e-05
Posterior corona radiata left,PCR-L,12.273889541626,1
Posterior corona radiata right,PCR-R,13.809947013855,1
Posterior thalamic radiation (include optic radiation) left,PTR-L,14.1101069450378,1
Posterior thalamic radiation (include optic radiation) right,PTR-R,14.1126766204834,1
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) left,SS-L,24.8263607025147,9.999e-05
Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) right,SS-R,13.0941438674927,1
External capsule left,EC-L,12.9169521331787,1
External capsule right,EC-R,14.8613233566284,1
Cingulum (cingulate gyrus) left,CGC-L,11.6902661323547,1
Cingulum (cingulate gyrus) right,CGC-R,12.814793586731,1
Cingulum (hippocampus) left,CGH-L,12.4748139381409,1
Cingulum (hippocampus) right,CGH-R,18.0401401519775,9.999e-05
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) left,FX/ST-L,11.4922952651978,1
Fornix (cres) / Stria terminalis (can not be resolved with current resolution) right,FX/ST-R,15.9660577774048,0.7138286
Superior longitudinal fasciculus left,SLF-L,15.6210031509399,1
Superior longitudinal fasciculus right,SLF-R,19.045259475708,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) left,SFO-L,25.9682388305664,9.999e-05
Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) right,SFO-R,18.9381351470947,9.999e-05
Inferior fronto-occipital fasciculus left,IFO-L,11.7256660461426,1
Inferior fronto-occipital fasciculus right,IFO-R,18.7478351593018,9.999e-05
Uncinate fasciculus left,UNC-L,14.9009609222412,1
Uncinate fasciculus right,UNC-R,15.2915334701538,0.9961004
Tapatum left,TAP-L,17.8815937042236,9.999e-05
Tapatum right,TAP-R,25.6063117980957,9.999e-05
